topic_id,cv_score,size,top_words,word_weights
-1,0.0,53885,"the, that, to, of, and, we, in, will, is, for","0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002"
0,0.8627599725628111,1625,"rail, trains, passengers, line, network, franchise, train, railway, timetable, hs2","0.018, 0.012, 0.010, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.006"
1,0.8833860659219732,906,"fishing, fisheries, fishermen, fish, waters, coastal, industry, quota, common, vessels","0.027, 0.021, 0.015, 0.014, 0.012, 0.008, 0.007, 0.006, 0.006, 0.006"
2,0.837113857269629,859,"bank, banking, banks, rbs, post, branch, branches, closures, cash, customers","0.018, 0.015, 0.014, 0.012, 0.009, 0.009, 0.008, 0.007, 0.006, 0.006"
3,0.6672032090849315,777,"disabled, pip, disability, disabilities, people, assessment, employment, work, esa, assessments","0.023, 0.016, 0.014, 0.009, 0.007, 0.006, 0.005, 0.005, 0.005, 0.005"
4,0.3045659981728365,775,"scottish, scotland, snp, parliament, devolution, powers, independence, devolved, grab, kingdom","0.019, 0.018, 0.011, 0.010, 0.009, 0.007, 0.006, 0.005, 0.005, 0.005"
5,0.6188019039831938,773,"police, crime, policing, officers, funding, settlement, cuts, force, million, forces","0.034, 0.016, 0.015, 0.013, 0.007, 0.007, 0.006, 0.006, 0.005, 0.005"
6,0.8503084939157404,771,"schools, school, teachers, funding, education, pupils, pupil, academy, academies, formula","0.029, 0.019, 0.010, 0.010, 0.010, 0.009, 0.009, 0.007, 0.006, 0.006"
7,0.7355425791993693,758,"nhs, hospital, gp, patients, gps, care, ambulance, health, service, trust","0.017, 0.009, 0.008, 0.008, 0.007, 0.007, 0.006, 0.006, 0.005, 0.005"
8,0.7234535731704015,675,"council, councils, local, county, northamptonshire, authorities, funding, services, cuts, government","0.015, 0.014, 0.013, 0.008, 0.007, 0.007, 0.007, 0.006, 0.006, 0.005"
9,0.3280419870429471,657,"ireland, northern, assembly, executive, sinn, fã, decisions, mlas, parties, devolved","0.022, 0.022, 0.012, 0.008, 0.008, 0.008, 0.008, 0.006, 0.006, 0.005"
10,0.9296144508981611,651,"heathrow, airport, airports, noise, runway, expansion, flights, gatwick, aviation, nps","0.026, 0.023, 0.014, 0.013, 0.012, 0.011, 0.007, 0.007, 0.007, 0.007"
11,0.7870396076216736,648,"housing, homes, planning, land, affordable, build, houses, local, neighbourhood, built","0.018, 0.016, 0.012, 0.010, 0.009, 0.008, 0.008, 0.007, 0.007, 0.006"
12,0.32369090045811016,599,"russia, russian, putin, ukraine, salisbury, russians, crimea, attack, nerve, europe","0.028, 0.027, 0.009, 0.008, 0.007, 0.006, 0.005, 0.005, 0.005, 0.005"
