topic_id,cv_score,size,top_words,word_weights
-1,0.0,53885,"the, that, to, of, and, we, in, will, is, for","0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002"
0,0.8807725418876878,1625,"rail, trains, passengers, line, network, franchise, train, railway, timetable, hs2","0.018, 0.012, 0.010, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.006"
1,0.9057458287111391,906,"fishing, fisheries, fishermen, fish, waters, coastal, industry, quota, common, vessels","0.027, 0.021, 0.015, 0.014, 0.012, 0.008, 0.007, 0.006, 0.006, 0.006"
2,0.8955600043670415,859,"bank, banking, banks, rbs, post, branch, branches, closures, cash, customers","0.018, 0.015, 0.014, 0.012, 0.009, 0.009, 0.008, 0.007, 0.006, 0.006"
3,0.6669267678895867,777,"disabled, pip, disability, disabilities, people, assessment, employment, work, esa, assessments","0.023, 0.016, 0.014, 0.009, 0.007, 0.006, 0.005, 0.005, 0.005, 0.005"
4,0.39286937550439777,775,"scottish, scotland, snp, parliament, devolution, powers, independence, devolved, grab, kingdom","0.019, 0.018, 0.011, 0.010, 0.009, 0.007, 0.006, 0.005, 0.005, 0.005"
5,0.7207220685194577,773,"police, crime, policing, officers, funding, settlement, cuts, force, million, forces","0.034, 0.016, 0.015, 0.013, 0.007, 0.007, 0.006, 0.006, 0.005, 0.005"
6,0.8649454941202055,771,"schools, school, teachers, funding, education, pupils, pupil, academy, academies, formula","0.029, 0.019, 0.010, 0.010, 0.010, 0.009, 0.009, 0.007, 0.006, 0.006"
7,0.7310384199190638,758,"nhs, hospital, gp, patients, gps, care, ambulance, health, service, trust","0.017, 0.009, 0.008, 0.008, 0.007, 0.007, 0.006, 0.006, 0.005, 0.005"
8,0.7586340862263674,675,"council, councils, local, county, northamptonshire, authorities, funding, services, cuts, government","0.015, 0.014, 0.013, 0.008, 0.007, 0.007, 0.007, 0.006, 0.006, 0.005"
9,0.2953299066640987,657,"ireland, northern, assembly, executive, sinn, fã, decisions, mlas, parties, devolved","0.022, 0.022, 0.012, 0.008, 0.008, 0.008, 0.008, 0.006, 0.006, 0.005"
10,0.932552176086808,651,"heathrow, airport, airports, noise, runway, expansion, flights, gatwick, aviation, nps","0.026, 0.023, 0.014, 0.013, 0.012, 0.011, 0.007, 0.007, 0.007, 0.007"
11,0.7868511816836271,648,"housing, homes, planning, land, affordable, build, houses, local, neighbourhood, built","0.018, 0.016, 0.012, 0.010, 0.009, 0.008, 0.008, 0.007, 0.007, 0.006"
12,0.9260502645723556,599,"russia, russian, putin, ukraine, salisbury, russians, crimea, attack, nerve, europe","0.028, 0.027, 0.009, 0.008, 0.007, 0.006, 0.005, 0.005, 0.005, 0.005"
13,0.6721288933106534,584,"universal, credit, roll, claimants, work, system, benefits, uc, out, jobcentre","0.038, 0.035, 0.012, 0.010, 0.007, 0.006, 0.006, 0.006, 0.006, 0.005"
14,0.9124653072537022,560,"cancer, breast, patients, cancers, treatment, diagnosis, screening, blood, survival, ovarian","0.044, 0.015, 0.010, 0.010, 0.009, 0.009, 0.009, 0.008, 0.007, 0.006"
15,0.6518241153098984,553,"trade, customs, union, free, eu, agreements, deals, tariffs, agreement, countries","0.026, 0.017, 0.013, 0.010, 0.009, 0.009, 0.007, 0.007, 0.007, 0.006"
16,0.5006121659344938,530,"referendum, vote, voted, brexit, leave, deal, second, union, european, people","0.019, 0.011, 0.010, 0.008, 0.008, 0.006, 0.006, 0.005, 0.005, 0.005"
17,0.8497075103863715,517,"prison, prisons, prisoners, probation, reoffending, offenders, officers, rehabilitation, hmp, staff","0.035, 0.021, 0.018, 0.011, 0.010, 0.009, 0.009, 0.006, 0.005, 0.005"
18,0.7970873475442929,515,"legal, justice, aid, courts, court, magistrates, tribunals, system, judges, judicial","0.017, 0.014, 0.014, 0.013, 0.013, 0.006, 0.006, 0.006, 0.006, 0.006"
19,0.7922550482797448,515,"drug, drugs, cannabis, substances, consumption, alcohol, users, psychoactive, heroin, medicinal","0.023, 0.022, 0.017, 0.008, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006"
20,0.8181585948861283,449,"syria, chemical, weapons, syrian, humanitarian, assad, regime, civilians, kurdish, action","0.022, 0.022, 0.020, 0.014, 0.012, 0.011, 0.010, 0.008, 0.007, 0.006"
21,0.5448123566452642,447,"windrush, generation, immigration, home, here, illegal, office, british, hostile, citizens","0.027, 0.016, 0.011, 0.011, 0.008, 0.007, 0.006, 0.006, 0.005, 0.005"
22,0.8207131404471818,433,"rough, homelessness, sleeping, homeless, sleepers, housing, accommodation, streets, reduction, temporary","0.032, 0.032, 0.027, 0.020, 0.010, 0.010, 0.009, 0.006, 0.005, 0.005"
23,0.5578973392151092,404,"carillion, contracts, company, collapse, public, capita, directors, outsourcing, suppliers, insolvency","0.038, 0.018, 0.012, 0.009, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007"
