topic_id,cv_score,size,top_words,word_weights
-1,0.0,42175,"the, to, that, and, of, in, we, is, will, for","0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002, 0.002"
0,0.6695752620562112,2597,"housing, homes, planning, homelessness, local, affordable, neighbourhood, rent, supported, buy","0.018, 0.010, 0.007, 0.006, 0.006, 0.005, 0.005, 0.005, 0.004, 0.004"
1,0.8060336182333441,1679,"schools, school, education, grammar, teachers, pupils, academies, academy, children, funding","0.025, 0.016, 0.010, 0.010, 0.008, 0.008, 0.008, 0.007, 0.006, 0.006"
2,0.5738662833504129,1247,"referendum, european, union, eu, article, leave, vote, 50, europe, voted","0.011, 0.008, 0.008, 0.007, 0.007, 0.005, 0.005, 0.005, 0.004, 0.004"
3,0.7875767864079253,1193,"energy, climate, carbon, wind, fuel, renewables, renewable, onshore, change, electricity","0.021, 0.011, 0.010, 0.009, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006"
4,0.8399964692491195,1102,"russia, syria, aleppo, assad, daesh, russian, nato, humanitarian, regime, syrian","0.018, 0.017, 0.012, 0.012, 0.011, 0.010, 0.009, 0.008, 0.007, 0.007"
5,0.7350280680465652,1038,"nhs, hospital, care, health, hospitals, patients, ambulance, services, trust, service","0.015, 0.012, 0.007, 0.007, 0.007, 0.006, 0.006, 0.005, 0.005, 0.004"
6,0.7181469886109312,1014,"pension, women, pensions, age, retirement, waspi, state, pensioners, changes, born","0.028, 0.014, 0.014, 0.011, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006"
7,0.31382770029007473,994,"scotland, scottish, snp, kingdom, united, parliament, powers, referendum, independence, union","0.023, 0.020, 0.008, 0.007, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005"
8,0.5899514903773799,971,"disabled, disability, work, employment, esa, people, pip, disabilities, support, paper","0.022, 0.014, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.006, 0.005"
9,0.2835615585304159,872,"bbc, charter, licence, diversity, fee, radio, channel, broadcasting, editorial, ofcom","0.049, 0.012, 0.008, 0.008, 0.007, 0.007, 0.006, 0.006, 0.005, 0.005"
10,0.38434941761933833,854,"steel, industry, tata, chinese, dumping, china, talbot, british, port, procurement","0.042, 0.017, 0.011, 0.008, 0.007, 0.007, 0.007, 0.006, 0.006, 0.005"
11,0.6914879758065375,763,"prison, prisons, prisoners, officers, offenders, staff, rehabilitation, governors, justice, reform","0.039, 0.030, 0.019, 0.012, 0.008, 0.007, 0.006, 0.006, 0.006, 0.005"
12,0.8356729774084124,724,"rail, trains, train, passengers, network, line, franchise, railway, station, compensation","0.018, 0.015, 0.011, 0.011, 0.010, 0.009, 0.009, 0.007, 0.006, 0.006"
13,0.6233868700409305,723,"saudi, yemen, arabia, arms, humanitarian, conflict, cluster, munitions, coalition, international","0.031, 0.028, 0.022, 0.012, 0.011, 0.009, 0.009, 0.008, 0.008, 0.007"
14,0.8673511474035607,683,"broadband, bt, mobile, superfast, rural, coverage, megabits, ofcom, digital, openreach","0.028, 0.016, 0.011, 0.010, 0.010, 0.009, 0.008, 0.007, 0.007, 0.007"
15,0.3718204644956966,641,"welsh, wales, assembly, devolution, powers, bill, jurisdiction, devolved, reserved, language","0.028, 0.025, 0.018, 0.008, 0.007, 0.007, 0.005, 0.005, 0.005, 0.005"
16,0.7448097285700591,600,"police, officers, policing, crime, officer, force, neighbourhood, forces, formula, chief","0.037, 0.018, 0.017, 0.013, 0.007, 0.006, 0.006, 0.005, 0.005, 0.005"
17,0.38428581526339195,598,"flood, flooding, floods, defences, insurance, businesses, flooded, leeds, environment, river","0.032, 0.018, 0.014, 0.010, 0.009, 0.008, 0.007, 0.007, 0.007, 0.006"
18,0.7298303508082704,597,"cancer, drugs, brain, research, patients, cancers, medicines, tumour, treatments, drug","0.026, 0.015, 0.011, 0.010, 0.009, 0.009, 0.007, 0.007, 0.006, 0.006"
19,0.3295188230096224,583,"powers, bulk, bill, privacy, data, warrants, security, judicial, investigatory, communications","0.012, 0.011, 0.010, 0.008, 0.008, 0.007, 0.006, 0.006, 0.006, 0.006"
20,0.8340964720670511,556,"children, refugees, unaccompanied, calais, french, refugee, asylum, camp, family, dubs","0.019, 0.014, 0.013, 0.011, 0.010, 0.009, 0.009, 0.008, 0.008, 0.007"
21,0.5269119358568415,504,"bank, fca, banks, banking, financial, rbs, branch, branches, treasury, regulation","0.020, 0.015, 0.015, 0.013, 0.009, 0.006, 0.006, 0.004, 0.004, 0.004"
22,0.6437689893620889,491,"violence, domestic, women, abuse, victims, girls, against, men, refuges, convention","0.029, 0.020, 0.020, 0.013, 0.010, 0.009, 0.008, 0.008, 0.006, 0.006"
23,0.6527941014151186,487,"tax, avoidance, google, evasion, territories, companies, overseas, dependencies, beneficial, hmrc","0.029, 0.012, 0.011, 0.010, 0.009, 0.009, 0.007, 0.007, 0.007, 0.007"
24,0.681403915132824,486,"farmers, food, dairy, farming, agricultural, milk, payments, agriculture, seasonal, rural","0.030, 0.017, 0.014, 0.013, 0.010, 0.009, 0.008, 0.006, 0.006, 0.006"
25,0.2465125687071258,458,"doctors, junior, bma, contract, seven, nhs, patients, weekends, strike, dispute","0.036, 0.031, 0.020, 0.019, 0.010, 0.010, 0.010, 0.009, 0.008, 0.007"
26,0.4998648920254435,448,"mental, health, young, services, nhs, psychosis, report, taskforce, people, problems","0.040, 0.025, 0.009, 0.008, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004"
27,0.5119253815556595,439,"iraq, chilcot, war, blair, saddam, 2003, weapons, was, tony, report","0.018, 0.016, 0.014, 0.012, 0.009, 0.007, 0.007, 0.007, 0.007, 0.007"
28,0.6325419140875403,409,"veterans, war, somme, covenant, armed, forces, battle, graves, personnel, service","0.019, 0.011, 0.011, 0.010, 0.010, 0.010, 0.007, 0.007, 0.006, 0.006"
29,0.3888762681132535,399,"charities, charity, donations, gift, trustees, charitable, commission, bill, small, scheme","0.034, 0.026, 0.014, 0.012, 0.011, 0.009, 0.007, 0.007, 0.007, 0.007"
