topic_id,cv_score,size,top_words,word_weights
-1,0.0,42175,"the, to, that, and, of, in, we, is, will, for","0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002, 0.002"
0,0.646293880026713,2597,"housing, homes, planning, homelessness, local, affordable, neighbourhood, rent, supported, buy","0.018, 0.010, 0.007, 0.006, 0.006, 0.005, 0.005, 0.005, 0.004, 0.004"
1,0.8533130228218129,1679,"schools, school, education, grammar, teachers, pupils, academies, academy, children, funding","0.025, 0.016, 0.010, 0.010, 0.008, 0.008, 0.008, 0.007, 0.006, 0.006"
2,0.5907250629953944,1247,"referendum, european, union, eu, article, leave, vote, 50, europe, voted","0.011, 0.008, 0.008, 0.007, 0.007, 0.005, 0.005, 0.005, 0.004, 0.004"
3,0.8274149300909782,1193,"energy, climate, carbon, wind, fuel, renewables, renewable, onshore, change, electricity","0.021, 0.011, 0.010, 0.009, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006"
4,0.7911393403525573,1102,"russia, syria, aleppo, assad, daesh, russian, nato, humanitarian, regime, syrian","0.018, 0.017, 0.012, 0.012, 0.011, 0.010, 0.009, 0.008, 0.007, 0.007"
5,0.7363651051679793,1038,"nhs, hospital, care, health, hospitals, patients, ambulance, services, trust, service","0.015, 0.012, 0.007, 0.007, 0.007, 0.006, 0.006, 0.005, 0.005, 0.004"
6,0.7875519927393584,1014,"pension, women, pensions, age, retirement, waspi, state, pensioners, changes, born","0.028, 0.014, 0.014, 0.011, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006"
7,0.3207566776474013,994,"scotland, scottish, snp, kingdom, united, parliament, powers, referendum, independence, union","0.023, 0.020, 0.008, 0.007, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005"
8,0.5486581995674154,971,"disabled, disability, work, employment, esa, people, pip, disabilities, support, paper","0.022, 0.014, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.006, 0.005"
9,0.6222901730133077,872,"bbc, charter, licence, diversity, fee, radio, channel, broadcasting, editorial, ofcom","0.049, 0.012, 0.008, 0.008, 0.007, 0.007, 0.006, 0.006, 0.005, 0.005"
10,0.36383760646823154,854,"steel, industry, tata, chinese, dumping, china, talbot, british, port, procurement","0.042, 0.017, 0.011, 0.008, 0.007, 0.007, 0.007, 0.006, 0.006, 0.005"
