topic_id,cv_score,size,top_words,word_weights
-1,0.0,145891,"the, that, to, of, and, will, we, hon, is, in","0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001"
0,0.8588758515904031,3460,"schools, school, teachers, pupils, formula, funding, education, pupil, grammar, academy","0.019, 0.013, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.005"
1,0.7508863794927308,2866,"housing, homes, planning, affordable, neighbourhood, land, buy, belt, built, local","0.016, 0.012, 0.008, 0.007, 0.006, 0.005, 0.005, 0.004, 0.004, 0.004"
2,0.6761649371302161,2322,"disabled, disability, pip, disabilities, esa, employment, work, people, dla, assessment","0.018, 0.012, 0.011, 0.007, 0.006, 0.005, 0.004, 0.004, 0.004, 0.004"
3,0.2093217266191547,2255,"ireland, northern, border, irish, sinn, fã, assembly, republic, agreement, executive","0.020, 0.016, 0.009, 0.008, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005"
4,0.7098860874516517,2195,"pension, pensions, women, waspi, age, retirement, pensioners, state, born, scheme","0.023, 0.012, 0.009, 0.008, 0.008, 0.006, 0.006, 0.004, 0.004, 0.004"
5,0.8489273180797638,2062,"refugees, asylum, refugee, children, unaccompanied, calais, seekers, dubs, family, reunion","0.015, 0.012, 0.009, 0.008, 0.007, 0.006, 0.005, 0.005, 0.005, 0.004"
6,0.7142367559329883,2053,"tax, avoidance, evasion, territories, hmrc, corporation, overseas, companies, laundering, taxes","0.019, 0.008, 0.006, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.003"
7,0.8826667685428138,1817,"rail, trains, passengers, train, franchise, network, railway, line, timetable, railways","0.015, 0.013, 0.010, 0.009, 0.008, 0.008, 0.007, 0.006, 0.006, 0.005"
8,0.35949191005802267,1708,"scottish, scotland, snp, independence, powers, parliament, devolution, referendum, kingdom, devolved","0.014, 0.014, 0.009, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.004"
9,0.7912782427037371,1685,"police, policing, crime, officers, force, forces, funding, commissioner, precept, cuts","0.027, 0.015, 0.012, 0.011, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004"
10,0.8599275116517271,1682,"prison, prisons, prisoners, officers, offenders, reoffending, governors, probation, rehabilitation, hmp","0.030, 0.021, 0.015, 0.008, 0.007, 0.006, 0.005, 0.005, 0.005, 0.005"
11,0.8935700122976861,1574,"broadband, superfast, bt, fibre, mobile, rural, coverage, megabits, digital, speeds","0.028, 0.012, 0.010, 0.010, 0.008, 0.008, 0.007, 0.007, 0.006, 0.006"
12,0.9084590012951976,1355,"fishing, fisheries, fishermen, fish, waters, coastal, industry, quota, sea, bass","0.027, 0.020, 0.015, 0.014, 0.009, 0.006, 0.006, 0.006, 0.006, 0.006"
13,0.6518241153098986,1307,"trade, customs, free, union, agreements, deals, eu, agreement, tariffs, countries","0.024, 0.012, 0.010, 0.008, 0.008, 0.007, 0.007, 0.006, 0.005, 0.005"
14,0.8593446403182485,1302,"electric, air, vehicles, diesel, charging, cars, emissions, pollution, quality, vehicle","0.017, 0.017, 0.017, 0.013, 0.011, 0.010, 0.010, 0.009, 0.008, 0.007"
15,0.6702703979881287,1280,"councils, council, local, devolution, county, rural, yorkshire, areas, authorities, settlement","0.012, 0.009, 0.008, 0.006, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004"
16,0.6505284180891924,1273,"care, social, carers, adult, funding, precept, councils, local, older, council","0.024, 0.015, 0.010, 0.008, 0.005, 0.005, 0.004, 0.003, 0.003, 0.003"
17,0.8364097868399785,1273,"israel, palestinian, israeli, gaza, palestinians, settlements, peace, palestine, hamas, balfour","0.026, 0.019, 0.016, 0.015, 0.011, 0.010, 0.009, 0.009, 0.007, 0.006"
18,0.5509236373892921,1239,"referendum, voted, vote, leave, brexit, remain, union, deal, result, european","0.015, 0.008, 0.007, 0.006, 0.005, 0.004, 0.004, 0.004, 0.004, 0.003"
19,0.816319686158552,1201,"yemen, saudi, arabia, humanitarian, conflict, arms, coalition, houthis, saudis, un","0.028, 0.023, 0.016, 0.011, 0.009, 0.009, 0.007, 0.007, 0.007, 0.006"
20,0.38434941761933833,1159,"steel, industry, tata, dumping, chinese, talbot, china, procurement, port, british","0.044, 0.013, 0.010, 0.007, 0.007, 0.006, 0.005, 0.004, 0.004, 0.004"
21,0.8821483536729663,1090,"fire, grenfell, tower, cladding, blocks, buildings, safety, building, sprinklers, residents","0.018, 0.017, 0.015, 0.014, 0.010, 0.009, 0.008, 0.007, 0.006, 0.005"
22,0.5375974371143587,1051,"mental, health, young, services, psychosis, children, parity, schools, treatment, mindfulness","0.031, 0.018, 0.007, 0.005, 0.005, 0.004, 0.003, 0.003, 0.003, 0.003"
23,0.8411068714732097,957,"homelessness, rough, homeless, sleeping, accommodation, housing, sleepers, temporary, streets, local","0.028, 0.020, 0.017, 0.016, 0.008, 0.007, 0.006, 0.005, 0.004, 0.003"
24,0.8550655991118529,944,"students, student, university, fees, higher, universities, tuition, education, loans, graduates","0.019, 0.014, 0.013, 0.010, 0.010, 0.009, 0.009, 0.008, 0.008, 0.006"
25,0.5680882991076468,942,"citizens, nationals, eu, immigration, migration, living, status, rights, here, settled","0.015, 0.013, 0.012, 0.008, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005"
26,0.6976112681001874,913,"legal, aid, court, justice, courts, magistrates, laspo, access, system, advice","0.016, 0.013, 0.012, 0.012, 0.012, 0.007, 0.005, 0.004, 0.004, 0.004"
27,0.8313679887153036,895,"cancer, cancers, breast, brain, diagnosis, tumour, screening, treatment, survival, research","0.038, 0.011, 0.011, 0.010, 0.009, 0.008, 0.007, 0.007, 0.007, 0.007"
28,0.8399964692491195,883,"syria, daesh, assad, aleppo, syrian, humanitarian, iraq, mosul, regime, russia","0.020, 0.014, 0.013, 0.011, 0.009, 0.008, 0.008, 0.007, 0.007, 0.007"
29,0.5489538437750722,863,"shipbuilding, ships, type, navy, frigates, royal, hms, clyde, 26, defence","0.018, 0.017, 0.015, 0.014, 0.014, 0.011, 0.010, 0.009, 0.008, 0.008"
30,0.8289246180808907,850,"rohingya, burma, bangladesh, burmese, myanmar, rakhine, aung, suu, military, camps","0.024, 0.018, 0.017, 0.013, 0.011, 0.008, 0.007, 0.006, 0.006, 0.006"
