topic_id,cv_score,size,top_words,word_weights
-1,0.0,41656,"the, to, that, of, and, in, we, is, will, for","0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002"
0,0.7439880790453733,2216,"housing, homes, homelessness, rent, affordable, local, accommodation, building, planning, buy","0.017, 0.010, 0.006, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004"
1,0.8571620447981794,1237,"schools, school, funding, formula, pupil, education, pupils, teachers, children, per","0.027, 0.018, 0.015, 0.013, 0.010, 0.009, 0.009, 0.008, 0.006, 0.006"
2,0.3026680454092247,1132,"ireland, northern, border, irish, executive, agreement, fã, sinn, parties, republic","0.028, 0.024, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.006, 0.006"
3,0.7580432874124231,964,"universal, credit, roll, claimants, system, arrears, work, payments, uc, payment","0.031, 0.029, 0.009, 0.009, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006"
4,0.5954797494915034,851,"disabled, pip, disability, disabilities, hearing, deaf, people, work, assessments, health","0.016, 0.014, 0.012, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006"
5,0.5980572356428011,825,"trade, free, union, customs, commonwealth, countries, european, eu, market, agreements","0.030, 0.012, 0.010, 0.009, 0.009, 0.008, 0.007, 0.007, 0.007, 0.007"
6,0.8436330110219549,772,"vehicles, electric, driving, vehicle, air, cars, road, charging, drivers, car","0.017, 0.011, 0.010, 0.009, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007"
7,0.8690600097183635,741,"prison, prisons, prisoners, officers, offenders, justice, governors, rehabilitation, reoffending, probation","0.038, 0.024, 0.016, 0.010, 0.008, 0.006, 0.006, 0.006, 0.006, 0.005"
8,0.7567714787504805,725,"pension, women, pensions, waspi, age, retirement, pensioners, master, state, 1950s","0.026, 0.015, 0.013, 0.011, 0.010, 0.008, 0.007, 0.007, 0.006, 0.005"
9,0.8780268968499513,665,"israel, palestinian, peace, israeli, settlements, palestinians, palestine, balfour, solution, gaza","0.032, 0.021, 0.017, 0.017, 0.015, 0.014, 0.011, 0.009, 0.008, 0.008"
10,0.580237538611448,639,"energy, ccs, carbon, fuel, customers, storage, tidal, capture, poverty, price","0.025, 0.012, 0.012, 0.011, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006"
11,0.9114659073619011,575,"broadband, fibre, superfast, rural, digital, speeds, megabits, connectivity, bt, speed","0.036, 0.016, 0.015, 0.010, 0.009, 0.008, 0.008, 0.007, 0.007, 0.007"
