topic_id,cv_score,size,top_words,word_weights
-1,0.0,41656,"the, to, that, of, and, in, we, is, will, for","0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002"
0,0.7373928134578368,2216,"housing, homes, homelessness, rent, affordable, local, accommodation, building, planning, buy","0.017, 0.010, 0.006, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004"
1,0.8332464800160949,1237,"schools, school, funding, formula, pupil, education, pupils, teachers, children, per","0.027, 0.018, 0.015, 0.013, 0.010, 0.009, 0.009, 0.008, 0.006, 0.006"
2,0.3078536284188646,1132,"ireland, northern, border, irish, executive, agreement, fã, sinn, parties, republic","0.028, 0.024, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.006, 0.006"
3,0.7311958093293094,964,"universal, credit, roll, claimants, system, arrears, work, payments, uc, payment","0.031, 0.029, 0.009, 0.009, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006"
4,0.5826373180023877,851,"disabled, pip, disability, disabilities, hearing, deaf, people, work, assessments, health","0.016, 0.014, 0.012, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006"
5,0.48110246544321433,825,"trade, free, union, customs, commonwealth, countries, european, eu, market, agreements","0.030, 0.012, 0.010, 0.009, 0.009, 0.008, 0.007, 0.007, 0.007, 0.007"
6,0.8205140575956996,772,"vehicles, electric, driving, vehicle, air, cars, road, charging, drivers, car","0.017, 0.011, 0.010, 0.009, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007"
7,0.8387003163943545,741,"prison, prisons, prisoners, officers, offenders, justice, governors, rehabilitation, reoffending, probation","0.038, 0.024, 0.016, 0.010, 0.008, 0.006, 0.006, 0.006, 0.006, 0.005"
8,0.6469473812432907,725,"pension, women, pensions, waspi, age, retirement, pensioners, master, state, 1950s","0.026, 0.015, 0.013, 0.011, 0.010, 0.008, 0.007, 0.007, 0.006, 0.005"
9,0.7885350487796957,665,"israel, palestinian, peace, israeli, settlements, palestinians, palestine, balfour, solution, gaza","0.032, 0.021, 0.017, 0.017, 0.015, 0.014, 0.011, 0.009, 0.008, 0.008"
10,0.5918912981773514,639,"energy, ccs, carbon, fuel, customers, storage, tidal, capture, poverty, price","0.025, 0.012, 0.012, 0.011, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006"
11,0.8728495232092752,575,"broadband, fibre, superfast, rural, digital, speeds, megabits, connectivity, bt, speed","0.036, 0.016, 0.015, 0.010, 0.009, 0.008, 0.008, 0.007, 0.007, 0.007"
12,0.5530446020143347,561,"debt, chancellor, budget, economy, growth, deficit, fiscal, economic, productivity, obr","0.011, 0.010, 0.009, 0.009, 0.008, 0.007, 0.006, 0.006, 0.006, 0.005"
13,0.35949191005802267,547,"scottish, scotland, snp, devolved, referendum, powers, independence, devolution, parliament, kingdom","0.019, 0.018, 0.011, 0.009, 0.009, 0.009, 0.008, 0.007, 0.006, 0.006"
14,0.7870055757780724,538,"yemen, saudi, humanitarian, arabia, conflict, un, arms, houthis, coalition, aid","0.033, 0.023, 0.016, 0.015, 0.011, 0.009, 0.009, 0.008, 0.008, 0.007"
15,0.8360727743144437,516,"fire, tower, grenfell, cladding, blocks, safety, buildings, inquiry, sprinklers, building","0.026, 0.019, 0.017, 0.014, 0.012, 0.011, 0.010, 0.008, 0.008, 0.008"
16,0.7455642010690973,483,"police, policing, crime, officers, forces, force, funding, bedfordshire, cuts, resources","0.042, 0.020, 0.020, 0.015, 0.008, 0.007, 0.006, 0.006, 0.005, 0.005"
17,0.8468989178358532,444,"rail, trains, passengers, train, network, southern, line, railway, franchise, gtr","0.023, 0.015, 0.013, 0.013, 0.009, 0.009, 0.009, 0.008, 0.007, 0.006"
18,0.2439601032547437,438,"give, gentleman, way, hon, will, the, admonishment, satanâ, misjudged, excite","0.223, 0.193, 0.174, 0.061, 0.044, 0.006, 0.003, 0.003, 0.003, 0.003"
19,0.7200017412696753,373,"abuse, media, online, hate, internet, social, harassment, twitter, facebook, intimidation","0.016, 0.012, 0.010, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006"
20,0.8750843683985717,361,"children, dubs, refugees, unaccompanied, calais, greece, refugee, dublin, italy, asylum","0.022, 0.017, 0.014, 0.014, 0.011, 0.011, 0.010, 0.010, 0.008, 0.008"
21,0.7849146408402305,342,"apprenticeships, apprentices, apprenticeship, education, technical, careers, skills, young, colleges, employers","0.030, 0.020, 0.017, 0.013, 0.013, 0.012, 0.012, 0.008, 0.007, 0.006"
22,0.8283303464122278,333,"students, student, fees, university, tuition, education, higher, loans, universities, debt","0.024, 0.020, 0.018, 0.016, 0.014, 0.012, 0.011, 0.010, 0.009, 0.009"
23,0.5014907172640374,323,"law, clause, eu, exit, legislation, amendment, retained, bill, powers, amendments","0.014, 0.013, 0.011, 0.010, 0.009, 0.009, 0.008, 0.008, 0.007, 0.006"
24,1.0,319,"rohingya, burma, myanmar, bangladesh, burmese, military, rakhine, aung, suu, kyi","0.030, 0.018, 0.018, 0.018, 0.015, 0.011, 0.011, 0.010, 0.010, 0.010"
25,0.7065411218897251,313,"bus, buses, franchising, transport, operators, services, passengers, authorities, local, manchester","0.047, 0.017, 0.015, 0.014, 0.014, 0.011, 0.010, 0.009, 0.007, 0.007"
26,0.5831381551849582,308,"wales, welsh, projects, growth, structural, cardiff, government, north, european, infrastructure","0.042, 0.031, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004"
27,1.0,304,"daesh, iraq, syria, mosul, iraqi, kurdistan, assad, kurdish, raqqa, forces","0.032, 0.023, 0.020, 0.018, 0.017, 0.015, 0.011, 0.009, 0.008, 0.008"
28,0.7170186641193224,304,"jobcentre, jobcentres, glasgow, dwp, closures, closure, claimants, staff, estate, travel","0.028, 0.024, 0.022, 0.012, 0.012, 0.008, 0.007, 0.006, 0.006, 0.006"
29,0.5566638284559344,301,"referendum, voted, leave, vote, remain, result, union, european, eu, decision","0.021, 0.012, 0.009, 0.009, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005"
30,0.611914637872312,299,"mental, health, young, children, schools, services, school, green, teachers, wellbeing","0.045, 0.030, 0.013, 0.009, 0.007, 0.007, 0.006, 0.006, 0.005, 0.005"
31,0.7038112592508113,299,"care, social, adult, funding, local, councils, precept, carers, council, cuts","0.039, 0.025, 0.013, 0.007, 0.007, 0.006, 0.006, 0.006, 0.005, 0.005"
32,0.27723040202622307,289,"give, way, minister, will, the, wil, sometime, potholes, enact, resist","0.269, 0.209, 0.141, 0.053, 0.007, 0.006, 0.004, 0.004, 0.004, 0.004"
33,0.4490014684177887,287,"citizens, nationals, eu, living, uk, rights, status, here, settled, negotiations","0.027, 0.024, 0.022, 0.013, 0.011, 0.010, 0.009, 0.008, 0.007, 0.007"
34,0.6211639540929473,281,"navy, hms, ships, type, royal, shipbuilding, amphibious, capability, frigates, defence","0.018, 0.017, 0.017, 0.016, 0.015, 0.015, 0.015, 0.014, 0.014, 0.011"
35,0.3014305236822755,278,"nuclear, euratom, safeguards, industry, membership, isotopes, energy, safeguarding, fusion, radioisotopes","0.047, 0.039, 0.009, 0.008, 0.008, 0.008, 0.008, 0.006, 0.005, 0.005"
36,0.4256852588794887,260,"pubs, pub, beer, duty, code, adjudicator, alcohol, tenants, breweries, industry","0.039, 0.027, 0.026, 0.013, 0.011, 0.009, 0.007, 0.006, 0.006, 0.006"
37,0.808277676909419,244,"farmers, agricultural, farming, seasonal, food, fruit, agriculture, workers, industry, sector","0.028, 0.021, 0.021, 0.016, 0.014, 0.012, 0.012, 0.010, 0.009, 0.007"
38,0.6290494210321598,232,"bereavement, funeral, baby, loss, parents, burial, child, bereaved, neonatal, maternity","0.019, 0.013, 0.010, 0.010, 0.009, 0.008, 0.008, 0.007, 0.007, 0.006"
39,0.6471885839199916,225,"hospital, ccg, trust, care, services, hospitals, nhs, stp, clinical, consultation","0.022, 0.010, 0.010, 0.009, 0.008, 0.008, 0.007, 0.006, 0.006, 0.006"
40,0.6107560927914459,218,"northern, ireland, terrorists, soldiers, forces, troubles, stormont, served, legacy, ira","0.012, 0.012, 0.010, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007"
41,0.5813270465399633,212,"armed, forces, personnel, pay, army, recruitment, service, flexible, retention, defence","0.029, 0.026, 0.014, 0.011, 0.011, 0.008, 0.007, 0.006, 0.005, 0.005"
42,0.4897066443501576,211,"tax, avoidance, evasion, papers, hmrc, offshore, companies, havens, isle, paradise","0.036, 0.026, 0.015, 0.008, 0.008, 0.007, 0.007, 0.007, 0.006, 0.006"
43,0.593440834448822,205,"travellers, traveller, encampments, gypsy, sites, unauthorised, illegal, gypsies, community, police","0.024, 0.023, 0.020, 0.015, 0.013, 0.012, 0.011, 0.010, 0.009, 0.008"
44,0.5210581900896663,204,"pay, sector, public, workers, cap, rise, bodies, wages, servants, nurses","0.031, 0.029, 0.026, 0.021, 0.017, 0.008, 0.006, 0.005, 0.005, 0.005"
45,0.2519141685531858,202,"lady, give, way, hon, will, itching, the, she, plough, chat","0.248, 0.208, 0.160, 0.056, 0.041, 0.006, 0.006, 0.005, 0.005, 0.005"
46,0.7085026648531603,194,"slavery, detention, torture, trafficking, modern, asylum, victims, immigration, detained, vulnerable","0.022, 0.021, 0.019, 0.014, 0.012, 0.011, 0.010, 0.009, 0.007, 0.007"
47,0.2671667125089271,191,"bbc, licence, fee, news, media, channel, local, newspapers, radio, tv","0.055, 0.014, 0.013, 0.011, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006"
48,0.34877585338652023,189,"post, office, mail, offices, royal, delivery, branches, postal, crown, closures","0.051, 0.034, 0.026, 0.021, 0.015, 0.010, 0.010, 0.010, 0.009, 0.009"
49,0.4513918065750796,187,"gerald, his, he, member, you, speaker, house, thank, was, speech","0.017, 0.009, 0.008, 0.007, 0.007, 0.007, 0.007, 0.005, 0.005, 0.005"
50,0.5896562717125187,185,"amendment, amendments, clause, legislation, bill, learned, instruments, schedule, committee, powers","0.016, 0.015, 0.014, 0.007, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005"
51,0.7263535362291627,185,"drug, drugs, addiction, misuse, cannabis, heroin, alcohol, deaths, strategy, treatment","0.036, 0.032, 0.013, 0.011, 0.011, 0.010, 0.010, 0.010, 0.009, 0.009"
52,0.46272368792122986,180,"warrant, arrest, europol, european, operation, co, justice, eu, criminal, security","0.021, 0.021, 0.017, 0.014, 0.010, 0.010, 0.010, 0.009, 0.009, 0.009"
53,0.5173266589660881,172,"charter, rights, law, fundamental, human, court, eu, protection, european, case","0.052, 0.033, 0.018, 0.014, 0.011, 0.007, 0.006, 0.006, 0.006, 0.006"
54,0.4469048210356408,172,"flood, flooding, water, catchment, defences, management, floods, environment, risk, agency","0.045, 0.027, 0.013, 0.012, 0.011, 0.011, 0.011, 0.009, 0.009, 0.008"
55,0.24996179665017698,172,"opposition, days, bills, house, committees, majority, session, debates, private, motions","0.016, 0.011, 0.010, 0.010, 0.009, 0.009, 0.008, 0.008, 0.007, 0.007"
56,0.22646008904538956,171,"lgbt, gay, merchant, homosexual, act, navy, equality, homosexuality, discrimination, rights","0.023, 0.015, 0.014, 0.013, 0.010, 0.009, 0.009, 0.007, 0.006, 0.006"
57,0.5080018060092965,170,"city, culture, swansea, bid, stoke, cultural, trent, coventry, arts, perth","0.039, 0.037, 0.023, 0.020, 0.017, 0.013, 0.013, 0.011, 0.010, 0.010"
58,0.3763916411796866,168,"russian, ukraine, russia, ukrainian, putin, russians, corruption, interference, foreign, soviet","0.027, 0.026, 0.026, 0.011, 0.009, 0.006, 0.006, 0.006, 0.006, 0.005"
59,0.9279366190949162,165,"dogs, dog, puppies, animal, puppy, animals, welfare, pet, cruelty, breeders","0.031, 0.026, 0.025, 0.025, 0.024, 0.015, 0.015, 0.015, 0.014, 0.011"
60,0.5161087400739459,165,"women, female, men, parliament, gender, mps, representation, equalities, shortlists, candidates","0.029, 0.017, 0.008, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.005"
61,0.22482677082895902,163,"give, way, friend, my, hon, will, pithiness, tempt, thankful, frightened","0.230, 0.178, 0.119, 0.068, 0.063, 0.045, 0.009, 0.007, 0.006, 0.006"
62,0.6497946159011941,156,"electoral, registration, voter, register, fraud, commission, id, voting, vote, registered","0.059, 0.036, 0.027, 0.025, 0.017, 0.015, 0.015, 0.011, 0.011, 0.011"
